"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"227",="3211","順達","02/02","319","491","電腦及週邊設備業","3C周邊產品","-5.76","8.12","3,477","10,486","6.81"
"228",="2441","超豐","02/02","86.3","491","半導體業","半導體–IC封裝測試,半導體–IC製造","-3.47","4.03","663","7,664","1.35"
"229","00723B","群益投資級科技債","02/02","31.46","477","債券ETF","債券ETF","+1.26","0.58","8.93","285","0.02"
"230",="4772","台特化","02/02","321","474","化學工業","櫃化學","+0.47","5.01","559","1,743","1.18"
"231",="9917","中保科","02/02","105","474","其他業","其他","-1.41","1.41","84.1","798","0.18"
"232",="3131","弘塑","02/02","1605","469","其他電子業","其他電子","-3.89","3.89","1,540","959","3.28"
"233",="2206","三陽工業","02/02","59.5","466","汽車工業","汽車","-0.5","1","51.9","873","0.11"
"234","00631L","元大台灣50正2","02/02","427.2","460","槓桿及反向型ETF","槓桿及反向型ETF","-3.99","3.31","4,725","11,053","10.3"
"235",="5469","瀚宇博","02/02","94.4","459","電子零組件業","印刷電路板 (PCB)","-3.87","4.38","495","5,245","1.08"
"236",="2855","統一證","02/02","28.6","458","證券業","金融保險","-2.72","2.04","142","4,941","0.31"
"237","00756B","群益投等新興公債","02/02","32.09","458","債券ETF","債券ETF","+0.98","0.98","6.18","193","0.01"
"238",="2867","三商壽","02/02","7.76","458","保險業","金融保險","-0.89","2.17","79.5","10,238","0.17"
"239",="1210","大成","02/02","50.7","454","食品工業","食品生產–肉品加工,食品原料–小麥、麵粉,食品原料–玉米,食品原料–食用油,食品原料–黃豆,食品原料–飼料","-0.39","1.18","106","2,090","0.23"
"240",="9941","裕融","02/02","78.5","452","其他業","其他","+0.77","2.44","97.2","1,240","0.22"
"241",="00922","國泰台灣領袖50","02/02","28.03","451","國內成分股ETF","國內成分股ETF","-1.61","1.4","533","19,052","1.18"
"242",="4979","華星光","02/02","319.5","450","通信網路業","通信網路–光通訊,通信網路–網路設備","+1.11","6.65","8,292","25,972","18.4"
"243",="1722","台肥","02/02","45.8","449","化學工業","化工","-1.29","1.51","110","2,408","0.25"
"244",="1736","喬山","02/02","145.5","441","運動休閒","生技醫療","-1.69","2.36","93","635","0.21"
"245",="1215","卜蜂","02/02","148","436","食品工業","食品生產–肉品加工,食品生產–食品加工,食品原料–小麥、麵粉,食品原料–玉米,食品原料–黃豆,食品原料–飼料","-0.34","1.68","58","392","0.13"
"246",="3030","德律","02/02","183.5","433","其他電子業","其他電子","+1.94","5","812","4,491","1.9"
"247",="3374","精材","02/02","159.5","433","半導體業","半導體–IC封裝測試,半導體–IC製造","-4.49","4.79","847","5,322","1.96"
"248",="2540","愛山林","02/02","45.8","433","建材營造業","建材營造","-2.55","2.77","31.6","684","0.07"
"249",="5903","全家","02/02","191","426","居家生活","航運–倉儲物流","+0.53","0.53","12.4","65","0.03"
"250",="5904","寶雅","02/02","399.5","425","居家生活","貿易百貨","+0.88","1.89","60.1","151","0.14"
"251",="00830","國泰費城半導體","02/02","55.2","422","國外成分股ETF","國外成分股ETF","-4.08","1.82","1,287","23,212","3.04"
"252","2882B","國泰金乙特","02/02","60.2","421","金控業","金控業","0","0.33","6.79","113","0.02"
"253",="2211","長榮鋼","02/02","101","421","鋼鐵工業","航運–貨櫃製造、維修","-1.94","2.43","93.5","925","0.22"
"254",="00712","復華富時不動產","02/02","9.38","418","固定收益ETF","固定收益ETF","-3.2","0.52","409","43,573","0.98"
"255",="1773","勝一","02/02","139","417","化學工業","化工","-2.8","2.1","118","841","0.28"
"256",="3035","智原","02/02","160","417","半導體業","半導體–IC設計","-4.19","3.59","625","3,877","1.49"
"257",="2504","國產","02/02","35.15","415","建材營造業","水泥–預拌混凝土","-0.28","1.28","39.1","1,118","0.09"
"258",="3019","亞光","02/02","148.5","415","光電業","消費性電子產品–數位相機","-9.17","7.34","3,516","23,139","8.29"
"259","00953B","群益優選非投等債","02/02","9.8","414","債券ETF","債券ETF","+0.72","0.51","550","56,218","1.33"
"260",="6282","康舒","02/02","48.3","413","電子零組件業","電子零組件–電源供應器","-3.01","5.02","2,000","40,854","4.77"
"261",="8422","可寧衛*","02/02","36.35","413","綠能環保","其他","-1.22","4.35","1,736","47,794","4.2"
"262",="00692","富邦公司治理","02/02","63.05","413","國內成分股ETF","國內成分股ETF","-1.56","1.56","137","2,178","0.33"
"263",="4966","譜瑞-KY","02/02","516","413","半導體業","半導體–IC設計","-2.46","2.84","471","912","1.14"
"264","2881B","富邦金乙特","02/02","61.6","411","金控業","金控業","-0.16","0","0.06","1","0"
"265",="1907","永豐餘","02/02","24.7","410","造紙工業","造紙","-1.2","1.4","27.4","1,108","0.07"
"266",="8150","南茂","02/02","57.9","408","半導體業","半導體–IC封裝測試,半導體–IC製造","-3.82","6.98","1,418","24,624","3.5"
"267",="3376","新日興","02/02","205.5","402","電子零組件業","電子零組件","-2.14","3.33","697","3,415","1.74"
"268",="6147","頎邦","02/02","54","402","半導體業","半導體–IC封裝測試,半導體–IC製造","-1.46","2.19","143","2,661","0.36"
"269",="8112","至上","02/02","76.2","400","電子通路業","電子通路","-9.93","7.68","3,474","44,663","8.5"
"270","00764B","群益25年美債","02/02","28.46","397","債券ETF","債券ETF","+1.35","1.07","153","5,376","0.39"
"271","00726B","國泰新興投等債","02/02","33.42","396","債券ETF","債券ETF","+1.12","1.27","10.1","304","0.03"
"272",="2352","佳世達","02/02","24.95","394","電腦及週邊設備業","3C周邊產品–掃描器,醫療器材–醫療耗材","-0.99","2.78","129","5,124","0.32"
"273",="6949","沛爾生醫-創","02/02","601","392","生技醫療業","創新板","+0.17","5.83","237","392","0.6"
"274",="3715","定穎投控","02/02","138","391","電子零組件業","印刷電路板 (PCB)","-3.5","4.55","2,806","20,362","7.18"
"275",="3596","智易","02/02","177.5","391","通信網路業","通信網路–無線網路,通信網路–網路設備","-1.11","3.34","161","895","0.41"
"276",="2421","建準","02/02","143","391","電子零組件業","電子零組件","0","4.55","306","2,151","0.79"
"277",="00757","統一FANG+","02/02","112.6","389","國外成分股ETF","國外成分股ETF","-1.31","1.49","786","6,971","2.02"
"278",="3680","家登","02/02","405","389","半導體業","半導體","+0.62","3.23","552","1,363","1.42"
"279",="6414","樺漢","02/02","281","386","電腦及週邊設備業","電腦及週邊設備","-1.06","1.94","223","796","0.58"
"280",="2312","金寶","02/02","25.45","383","其他電子業","3C周邊產品–印表機,電腦系統–筆記型電腦","-3.42","3.23","376","14,652","0.97"
"281","00948B","中信優息投資級債","02/02","9.64","381","債券ETF","債券ETF","+1.05","0.84","106","11,075","0.28"
"282",="2467","志聖","02/02","242.5","380","電子零組件業","電子零組件","+1.89","4.62","497","2,062","1.32"
"283","2881A","富邦特","02/02","63.3","380","金控業","金控業","0","1.11","9.32","147","0.02"
"284",="6213","聯茂","02/02","104","377","電子零組件業","印刷電路板 (PCB)","-2.35","3.29","502","4,847","1.34"
"285",="2015","豐興","02/02","64.6","376","鋼鐵工業","鋼鐵","0","1.39","11.1","171","0.03"
"286",="6592","和潤企業","02/02","60.1","375","其他業","其他","-0.5","1.82","69.5","1,155","0.19"
"287","00749B","凱基新興債10+","02/02","31.92","373","債券ETF","債券ETF","+1.04","0.03","3.22","101","0.01"
"288",="6670","復盛應用","02/02","266.5","371","運動休閒","其他","-0.74","2.23","78","294","0.21"
"289",="8110","華東","02/02","71.4","370","半導體業","半導體–IC封裝測試,半導體–IC製造","-9.96","7.06","1,811","24,861","4.8"
"290",="4766","南寶","02/02","304.5","367","化學工業","化工","-1.93","1.77","116","380","0.32"
"291","00754B","群益AAA-AA公司債","02/02","34.52","365","債券ETF","債券ETF","+1.17","1.2","5.34","155","0.01"
"292",="6187","萬潤","02/02","375.5","365","半導體業","半導體–IC製造","-1.18","4.87","374","989","1.02"
"293",="2498","宏達電","02/02","43.6","364","通信網路業","手機相關","-2.79","2.79","353","8,013","0.96"
"294","00785B","富邦金融投等債","02/02","35.76","364","債券ETF","債券ETF","+1.07","0.48","5.14","144","0.01"
"295",="1785","光洋科","02/02","60.9","363","其他電子業","其他電子","-4.69","6.26","762","12,470","2.09"
"296",="4585","達明","02/02","352","362","其他電子業","興其他電子","-8.21","6.91","309","851","0.83"
"297",="8932","智通*","02/02","202","362","其他業","其他","+2.8","5.09","1,037","5,188","2.9"
"298",="4915","致伸","02/02","76.6","361","電子零組件業","3C周邊產品","-2.67","3.05","185","2,407","0.51"
"299",="3450","聯鈞","02/02","245","357","半導體業","半導體–IC封裝測試,半導體–IC製造","-2.78","4.17","1,125","4,557","3.13"
"300","00768B","復華20年美債","02/02","52.05","357","債券ETF","債券ETF","+1.36","0.88","67.7","1,305","0.19"
"301",="00882","中信中國高股息","02/02","15.31","355","國外成分股ETF","國外成分股ETF","-2.11","1.66","212","13,725","0.59"
"302",="2850","新產","02/02","112.5","355","保險業","金融保險","0","1.33","44.9","402","0.13"
"303",="9921","巨大","02/02","90.2","354","運動休閒","其他","+1.01","2.69","165","1,853","0.47"
"304",="2458","義隆","02/02","116","353","半導體業","半導體–IC設計","-0.85","1.71","181","1,561","0.51"
"305",="00646","元大S&P500","02/02","67.95","352","國外成分股ETF","國外成分股ETF","-0.51","0.95","642","9,418","1.82"
"306",="8415","大國鋼","02/02","33.95","350","鋼鐵工業","鋼鐵","-1.45","1.74","11.4","334","0.03"
"307",="2367","燿華","02/02","49.2","347","電子零組件業","印刷電路板 (PCB)","-5.02","10.1","6,830","136,298","19.3"
"308",="3163","波若威","02/02","430","346","通信網路業","通信網路–光通訊,通信網路–網路設備","-5.7","1.32","681","1,570","1.95"
"309",="9939","宏全","02/02","117","346","其他業","其他","-2.5","3.33","150","1,282","0.43"
"310",="2543","皇昌","02/02","65","346","建材營造業","建材營造","0","3.38","122","1,903","0.36"
"311",="2548","華固","02/02","106","339","建材營造業","建材營造","-0.47","1.41","82.5","782","0.24"
"312",="5234","達興材料","02/02","329.5","338","光電業","光電","0","4.4","174","529","0.52"
"313",="2923","鼎固-KY","02/02","19.35","337","建材營造業","建材營造","-3.49","2.99","0.89","46","0"
"314",="2481","強茂","02/02","88","336","半導體業","半導體–IC製造","-2.65","6.53","1,910","21,363","5.59"
"315",="00900","富邦特選高股息30","02/02","14.19","336","國內成分股ETF","國內成分股ETF","-1.6","1.25","225","15,885","0.67"
"316",="8070","長華*","02/02","46.25","336","電子通路業","半導體–導線架","+0.11","3.79","158","3,435","0.47"
"317","00779B","凱基美債25+","02/02","28.79","335","債券ETF","債券ETF","+1.27","1.13","9.35","325","0.03"
"318",="1514","亞力","02/02","121.5","332","電機機械","電機機械","-1.62","2.83","733","6,092","2.23"
"319",="7734","印能科技","02/02","1185","332","半導體業","櫃半導體","+8.22","13.7","742","647","2.31"
"320",="5371","中光電","02/02","84.6","331","光電業","光電","-3.75","4.89","744","8,688","2.22"
"321",="9958","世紀鋼","02/02","133.5","330","鋼鐵工業","鋼鐵","-1.84","2.57","211","1,578","0.64"
"322",="7795","長廣","02/02","418","330","電子零組件業","興電子零組件","-6.9","6.35","696","1,648","2.09"
"323",="2201","裕隆","02/02","30.7","328","汽車工業","汽車","-1.13","1.77","126","4,114","0.38"
"324",="6412","群電","02/02","80.8","324","電子零組件業","電子零組件–電源供應器","-0.12","2.6","49.1","607","0.15"
"325","00931B","統一美債20年","02/02","13.71","324","債券ETF","債券ETF","+1.26","0.96","91","6,666","0.28"
"326",="8131","福懋科","02/02","71.1","314","半導體業","半導體–IC封裝測試,半導體–IC製造,電子零組件–DRAM模組","-10","6.46","843","11,615","2.63"
"327",="8926","台汽電","02/02","42.85","313","油電燃氣業","油電燃氣","-0.7","1.27","51.8","1,213","0.17"
"328",="3010","華立","02/02","120","311","電子通路業","電子通路","-3.61","4.42","209","1,723","0.66"
"329",="2903","遠百","02/02","21.95","311","貿易百貨業","貿易百貨","-0.45","1.36","42.6","1,939","0.14"
"330",="4743","合一","02/02","64.7","310","生技醫療業","醫藥產業","-1.67","3.8","205","3,168","0.66"
"331",="1609","大亞","02/02","39.5","310","電器電纜","電器電纜","-4.93","4.69","357","8,986","1.14"
"332",="7722","LINEPAY","02/02","455","309","數位雲端","數位雲端","-1.52","2.27","94.2","206","0.3"
"333",="6214","精誠","02/02","113.5","309","資訊服務業","軟體業–系統整合","-2.16","3.45","107","938","0.34"
"334",="2329","華泰","02/02","54.6","306","半導體業","半導體–IC封裝測試,半導體–IC製造","-6.02","6.54","1,017","18,591","3.32"
"335",="2204","中華","02/02","55.2","306","汽車工業","汽車","-0.54","1.08","52.5","952","0.17"
"336",="4123","晟德","02/02","39.75","303","生技醫療業","生技醫療","-1.36","2.85","85.1","2,128","0.28"
"337",="3413","京鼎","02/02","280","302","半導體業","半導體","-1.41","2.29","415","1,484","1.37"
"338",="3563","牧德","02/02","472.5","302","光電業","光電","+0.32","2.34","170","364","0.57"
"339",="6023","元大期","02/02","94.4","302","證券業","金融","+0.53","0.64","10.5","111","0.03"
"340",="6757","台灣虎航","02/02","65.3","300","航運業","創新板","-3.4","2.37","112","1,711","0.37"
"341",="2607","榮運","02/02","56.1","299","航運業","航運–巴士客運,航運–倉儲物流,航運–貨櫃場,航運–陸上客運,航運–陸上貨運,航運–陸運","-0.71","1.95","50.1","897","0.17"
"342",="1314","中石化","02/02","7.83","296","塑膠工業","塑膠","-2.12","2.25","152","19,387","0.51"
"343",="3042","晶技","02/02","85.8","294","電子零組件業","電子零組件","-0.69","2.08","83.2","973","0.28"
"344",="2486","一詮","02/02","125","292","光電業","半導體–導線架,LED","-2.34","4.69","681","5,569","2.38"
"345",="3227","原相","02/02","195","292","半導體業","半導體–IC設計","-2.26","4.76","377","1,948","1.3"
"346",="2455","全新","02/02","156.5","289","通信網路業","通信網路–網路設備,LED","-6.85","7.44","1,513","9,564","5.17"
"347",="1808","潤隆","02/02","32.35","289","建材營造業","建材營造","+3.19","2.07","40.2","1,252","0.14"
"348","00632R","元大台灣50反1","02/02","15.11","288","槓桿及反向型ETF","槓桿及反向型ETF","+1.96","1.55","1,764","116,818","6.12"
"349","2887I","台新新光辛特","02/02","9.29","288","金控業","金控業","-0.21","0.43","145","15,579","0.5"
"350",="6535","順藥","02/02","170","287","生技醫療業","醫藥產業","-3.13","3.13","33.1","191","0.11"
"351",="2014","中鴻","02/02","19.95","286","鋼鐵工業","鋼鐵","+1.01","5.82","1,919","94,704","6.6"
